C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_45_944.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_45_944.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_45_944.jpg, 0, 0, 0, 7.93628E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_049.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_049.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_049.jpg, 0, 0, 0, 8.190344E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_153.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_153.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_153.jpg, 0, 0, 0, 7.883446E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_257.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_257.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_257.jpg, 0, 0, 0, 7.983431E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_364.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_364.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_364.jpg, 0, 0, 0, 7.894117E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_469.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_469.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_469.jpg, 0, 0, 0, 8.155865E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_575.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_575.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_575.jpg, 0, 0, 0, 7.874325E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_683.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_683.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_683.jpg, 0, 0, 0, 7.861463E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_786.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_786.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_786.jpg, 0, 0, 0, 7.808359E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_886.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_886.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_886.jpg, 0, 0, 0, 7.838156E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_46_988.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_46_988.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_46_988.jpg, 0, 0, 0, 7.819042E-05
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_47_099.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_47_099.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_47_099.jpg, 0, 0.3322119, 0, 0.3206818
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_47_206.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_47_206.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_47_206.jpg, 0, 0.6237503, 0, 0.8700023
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_47_311.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_47_311.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_47_311.jpg, 0, 0.9373816, 0, 1.85925
C:\Users\taleb\Desktop\v1.2\IMG\center_2019_06_30_21_16_47_420.jpg, C:\Users\taleb\Desktop\v1.2\IMG\left_2019_06_30_21_16_47_420.jpg, C:\Users\taleb\Desktop\v1.2\IMG\right_2019_06_30_21_16_47_420.jpg, 0, 1, 0, 3.267772
